ID,Area,Location,No_of_Bedrooms,New/Resale,Gymnasium,Lift_Available,Car_Parking,Maintenance_Staff,24x7_Security,Children_Play_Area,Clubhouse,Intercom,Landscaped_Gardens,Indoor_Games,Gas_Connection,Jogging_Track,Swimming_Pool,Price
5527,850,Andheri East,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16900000
5528,1177,Parel,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,49000000
5529,823,Parel,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,36100000
5530,947,Kalyan West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7000000
5531,1240,Dadar West,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,37500000
5532,1400,Kandivali West,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,17900000
5533,825,Parel,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,36800000
5534,1300,Kalyan West,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8500000
5535,315,Dombivali,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2700000
5536,1065,Kandivali West,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,12700000
5537,1309,Kharghar,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,14500000
5538,740,Kalyan West,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4000000
5539,975,Kandivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000
5540,1100,Nerul,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11000000
5541,925,Jogeshwari East,2,0,0,1,1,0,1,1,0,1,1,0,1,1,0,13200000
5542,850,Kalwa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000
5543,950,Koper Khairane,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9000000
5544,1800,Ghansoli,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,29000000
5545,940,Parel,2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,37400000
5546,940,Parel,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,37400000
5547,926,Govandi,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19800000
5548,1000,Mulund West,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17500000
5549,1050,Mulund West,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,21000000
5550,1000,Thane West,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13500000
5551,1550,Thane West,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16500000
5552,1350,Mulund West,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,22500000
5553,1000,Mulund West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500000
5554,1000,Mulund West,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12500000
5555,865,Dahisar,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,14500000
5556,514,Vasai,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4278000
5557,353,Vasai,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2948000
5558,487,Vasai,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3847000
5559,527,Vasai,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4163000
5560,342,Vasai,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2804000
5561,383,Vasai,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3133000
5562,450,Dombivali East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000
5563,627,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15900000
5564,613,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15600000
5565,581,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14800000
5566,593,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15100000
5567,799,Mulund East,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20299999
5568,598,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15200000
5569,649,Mulund East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16500000
5570,525,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000
5571,700,Andheri East,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15000000
5572,1350,Goregaon West,3,0,1,1,1,0,1,1,1,0,0,0,1,1,1,18000000
5573,675,Ulwe,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,5200000
5574,675,Ulwe,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5200000
5575,1351,Seawoods,3,1,1,1,0,0,0,1,1,1,0,1,0,1,1,18000000
5576,1440,Seawoods,3,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20000000
5577,1055,Seawoods,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1,14200000
5578,1084,Seawoods,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1,14600000
5579,1084,Seawoods,2,1,1,1,0,0,0,1,1,0,0,1,0,1,1,14600000
5580,1030,Seawoods,2,1,1,1,1,0,0,1,1,1,1,1,0,1,0,14400000
5581,560,Kandivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000
5582,560,Kandivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7000000
5583,650,Kandivali West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000
5584,650,Kandivali West,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,8500000
5585,1066,Malad West,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12900000
5586,1350,Goregaon West,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1,18000000
5587,1150,Thane West,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,23400000
5588,990,Boisar,3,1,1,0,1,0,1,1,1,1,1,1,0,1,1,3365999
5589,1137,Mira Road East,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,9200000
5590,750,Malad West,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,9200000
5591,1350,Malad West,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17800000
5592,990,Malad West,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,13000000
5593,1200,Dahisar,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,16000000
5594,990,Kandivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13700000
5595,990,Kandivali West,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13700000
5596,600,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000
5597,1450,Kandivali West,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,18800000
5598,1450,Kandivali West,2,0,1,1,0,1,0,1,1,1,0,0,1,0,1,18800000
5599,1404,Malad West,3,1,1,1,0,1,1,1,0,1,1,0,1,1,1,18900000
5600,1350,Malad West,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,18800000
5601,800,Andheri West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
5602,800,Andheri West,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10000000
5603,750,Malad West,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,8800000
5604,750,Malad West,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,10000000
5605,750,Malad West,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,10000000
5606,880,Borivali East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12200000
5607,1050,Thane West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,11500000
5608,735,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000
5609,725,Kalyan West,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4500000
5610,900,Borivali West,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13000000
5611,980,Malad West,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,8800000
5612,980,Malad West,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,8800000
5613,750,Malad West,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,10000000
5614,375,Thane West,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,4700000
5615,890,Malad West,2,0,1,1,0,1,1,1,1,1,1,0,1,1,1,12100000
5616,1350,Thane West,3,0,1,1,0,1,1,1,1,1,1,1,1,1,1,13000000
5617,1500,Kandivali West,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,18200000
5618,585,Mira Road East,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4100000
5619,550,Bandra West,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22000000
5620,868,Kalyan West,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1,5800000
5621,676,Kalyan West,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4400000
5622,972,Mira Road East,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1,8000000
5623,1944,Mira Road East,4,1,1,1,0,0,0,1,1,1,0,1,0,1,1,16000000
5624,888,Goregaon West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,20000000
5625,1151,Goregaon West,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,25500000
5626,1501,Goregaon West,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1,33500000
5627,550,Santacruz East,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13000000
5628,650,Santacruz East,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13500000
5629,1000,Santacruz East,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25000000
5630,450,Santacruz East,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7500000
5631,910,Malad East,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1,13300000
5632,1700,Kalyan East,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,12300000
5633,975,Karanjade,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5750000
5634,954,Andheri West,2,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21700000
5635,1274,Andheri West,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,27799999
5636,985,Andheri West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,22000000
5637,650,Malad West,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,8200000
5638,650,Malad West,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,8800000
5639,650,Malad West,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8400000
5640,650,Malad West,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,8400000
5641,600,Borivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9500000
5642,725,Mira Road East,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,5742000
5643,1055,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,8355000
5644,880,Wadala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500000
5645,1050,Mulund West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000
5646,1050,Mulund West,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13000000
5647,600,Dahisar,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,5600000
5648,1100,Kalyan East,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,8064000
5649,688,Malad West,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,15300000
5650,890,Malad West,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,20299999
5651,727,Malad West,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,16200000
5652,716,Malad West,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,16299999
5653,2150,Bandra West,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,120000000
5654,2000,Bandra West,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000000
5655,650,Karanjade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000
5656,680,Karanjade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000
5657,547,Ville Parle East,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,17000000
5658,805,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,25500000
5659,845,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,26700000
5660,853,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,27000000
5661,895,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,28400000
5662,907,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,28800000
5663,930,Ville Parle East,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,29500000
5664,1116,Ville Parle East,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,36000000
5665,1261,Ville Parle East,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,40400000
5666,890,Mira Road East,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,6800000
5667,1060,Mira Road East,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,7500000
5668,960,Mira Road East,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,7600000
5669,1525,Mira Road East,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13200000
5670,650,Bhandup West,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,9000000
5671,1250,Malad East,3,0,1,1,1,0,1,1,0,1,1,0,1,1,0,21700000
5672,650,Santacruz East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12500000
5673,1000,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0,8500000
5674,1000,Kharghar,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8500000
5675,1200,Thane West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500000
5676,1200,Thane West,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1,14500000
5677,1026,Thane West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000
5678,1026,Thane West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,12000000
5679,945,Mira Road East,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,8500000
5680,525,Dombivli (West),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700000
5681,645,Mira Road East,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,5600000
5682,645,Mira Road East,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,5600000
5683,600,Airoli,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7000000
5684,500,Mulund West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10000000
5685,1080,Thane West,3,0,1,1,1,0,1,1,1,1,1,0,0,1,1,12000000
5686,977,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,7400000
5687,950,Thane West,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11500000
5688,1150,Kanjurmarg,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,16800000
5689,500,Taloja,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2900000
5690,590,Virar West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
5691,620,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2600000
5692,580,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2400000
5693,585,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2330000
5694,580,Nala Sopara,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2500000
5695,485,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2350000
5696,600,Nalasopara West,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2400000
5697,594,Nala Sopara,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,2400000
5698,580,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2265000
5699,760,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2925000
5700,500,Nalasopara West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
5701,560,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2300000
5702,560,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2500000
5703,550,Nala Sopara,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2200000
5704,585,Nala Sopara,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,2445000
5705,590,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
5706,580,Nala Sopara,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2400000
5707,560,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2450000
5708,525,Nalasopara West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000
5709,572,Nala Sopara,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,2700000
5710,620,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2565000
5711,560,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2450000
5712,585,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2800000
5713,545,Nala Sopara,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,2600000
5714,580,Nala Sopara,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2000000
5715,710,Nala Sopara,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2515000
5716,590,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2330000
5717,590,Nala Sopara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
5718,594,Nala Sopara,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2350000
5719,580,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2600000
5720,585,Nala Sopara,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,2350000
5721,525,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2350000
5722,525,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2345000
5723,550,Nala Sopara,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,2500000
5724,595,Nala Sopara,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,2400000
5725,594,Nala Sopara,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,2500000
5726,585,Nala Sopara,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,2300000
5727,585,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2750000
5728,590,Nalasopara West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
5729,525,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2150000
5730,585,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2900000
5731,580,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2255000
5732,590,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2310000
5733,585,Nala Sopara,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2600000
5734,615,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
5735,590,Nala Sopara,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,2400000
5736,570,Nala Sopara,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,2320000
5737,590,Nalasopara West,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2400000
5738,520,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2650000
5739,850,Nalasopara West,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4099000
5740,535,Nala Sopara,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,2700000
5741,445,Nala Sopara,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2500000
5742,500,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000
5743,630,Nala Sopara,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2650000
5744,580,Nala Sopara,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2150000
5745,630,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
5746,525,Nalasopara West,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2250000
5747,500,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000
5748,560,Nala Sopara,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2300000
5749,580,Nala Sopara,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2250000
5750,555,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2500000
5751,585,Nala Sopara,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,2440000
5752,545,Nala Sopara,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
5753,560,Nala Sopara,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2300000
5754,355,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2550000
5755,620,Nalasopara West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2500000
5756,590,Nalasopara West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300000
5757,575,Nala Sopara,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,2400000
5758,580,Nala Sopara,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2150000
5759,585,Nala Sopara,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,2450000
5760,580,Nala Sopara,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2156000
5761,594,Nala Sopara,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2400000
5762,555,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2305000
5763,750,Jogeshwari West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13000000
5764,750,Jogeshwari West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000
5765,1825,Nerul,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,31000000
5766,1100,Thane West,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,14500000
5767,1800,Belapur,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,22000000
5768,1225,Belapur,2,1,1,1,0,0,1,1,1,1,1,0,0,1,1,14000000
5769,829,Kandivali West,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,14600000
5770,720,Kandivali West,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,9800000
5771,893,Kandivali West,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,13899999
5772,380,Mira Road East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3400000
5773,600,Goregaon West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800000
5774,1050,Borivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15100000
5775,2000,Nerul,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1,42600000
5776,720,Kalyan West,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,4000000
5777,650,Andheri West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16000000
5778,1000,Andheri West,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,19500000
5779,650,Andheri West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000
5780,650,Andheri West,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000000
5781,595,Kalyan West,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,4300000
5782,575,Kandivali East,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,8600000
5783,999,Kalyan West,2,0,1,1,0,0,1,1,1,1,1,0,1,0,1,10500000
5784,510,Parel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000
5785,450,Santacruz East,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8500000
5786,390,Kalyan West,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3200000
5787,677,Malad West,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19800000
5788,614,Malad West,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18000000
5789,827,Ambernath East,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3100000
5790,1020,Chembur,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,17000000
5791,407,Naigaon East,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3400000
5792,1050,Juhu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500000
5793,610,Kandivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000
5794,900,Thane West,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,8600000
5795,1100,Borivali West,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18500000
5796,907,Kandivali West,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23000000
5797,2085,Goregaon East,4,0,1,1,0,0,0,1,1,1,1,1,1,0,1,47500000
5798,550,Taloja,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,3700000
5799,334,Thane West,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2799000
5800,334,Thane West,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2599000
5801,2100,Santacruz West,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,48000000
5802,3600,Goregaon East,4,0,1,1,0,0,0,1,1,1,1,1,1,0,1,74500000
5803,906,Wadala,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,24500000
5804,808,Thane West,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,16399999
5805,450,Thane West,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,8200000
5806,1753,Thane West,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1,39600000
5807,1324,Thane West,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,26800000
5808,598,Thane West,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,11900000
5809,991,Thane West,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,20299999
5810,761,Thane West,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,15500000
5811,944,Thane West,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,19500000
5812,632,Thane West,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,13000000
5813,1059,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7100000
5814,950,Malad West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,18000000
5815,420,Ulwe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2650000
5816,850,Mira Road East,2,0,0,1,1,0,1,1,0,0,1,0,1,1,1,6600000
5817,950,Mira Road East,3,0,0,1,1,0,1,1,0,0,1,0,1,1,1,7000000
5818,372,Borivali East,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,8100000
5819,747,Santacruz East,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17000000
5820,790,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4179999
5821,810,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4050000
5822,850,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4170000
5823,942,Khar West,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38500000
5824,870,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4200000
5825,990,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4150000
5826,400,Ulwe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
5827,950,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,7500000
5828,650,Kharghar,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,6500000
5829,310,Malad West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4000000
